year,month,bay_segment,hy_load_106_m3_mo
1996,2,Old Tampa Bay,36.05464562
1996,3,Old Tampa Bay,51.5269499
1996,4,Old Tampa Bay,44.41188117
1996,5,Old Tampa Bay,26.3528216
1996,6,Old Tampa Bay,70.02939038
1996,7,Old Tampa Bay,38.86451392
1996,8,Old Tampa Bay,64.31530634
1996,9,Old Tampa Bay,45.47837059
1996,10,Old Tampa Bay,40.14957284
1996,11,Old Tampa Bay,18.9656476
1996,12,Old Tampa Bay,29.12417778
1997,1,Old Tampa Bay,16.54587663
1997,2,Old Tampa Bay,15.30491333
1997,3,Old Tampa Bay,20.07581705
1997,4,Old Tampa Bay,73.95059067
1997,5,Old Tampa Bay,25.67772427
1997,6,Old Tampa Bay,32.77332595
1997,7,Old Tampa Bay,64.90354308
1997,8,Old Tampa Bay,74.70920525
1997,9,Old Tampa Bay,137.7546392
1997,10,Old Tampa Bay,54.52025694
1997,11,Old Tampa Bay,67.47024137
1997,12,Old Tampa Bay,196.0227922
1998,1,Old Tampa Bay,106.0727156
1998,2,Old Tampa Bay,168.7379538
1998,3,Old Tampa Bay,99.24957687
1998,4,Old Tampa Bay,24.27654047
1998,5,Old Tampa Bay,23.51500877
1998,6,Old Tampa Bay,26.3942934
1998,7,Old Tampa Bay,100.2560549
1998,8,Old Tampa Bay,62.45298683
1998,9,Old Tampa Bay,118.3475843
1998,10,Old Tampa Bay,26.85009582
1998,11,Old Tampa Bay,18.26642804
1998,12,Old Tampa Bay,14.8585101
1999,1,Old Tampa Bay,32.71829991
1999,2,Old Tampa Bay,12.82325032
1999,3,Old Tampa Bay,16.70550382
1999,4,Old Tampa Bay,13.27806675
1999,5,Old Tampa Bay,20.4200432
1999,6,Old Tampa Bay,49.0260938
1999,7,Old Tampa Bay,52.10982354
1999,8,Old Tampa Bay,87.83775034
1999,9,Old Tampa Bay,74.71000019
1999,10,Old Tampa Bay,42.16241701
1999,11,Old Tampa Bay,24.75376924
1999,12,Old Tampa Bay,19.18477265
2000,1,Old Tampa Bay,20.87372694
2000,2,Old Tampa Bay,11.90189924
2000,3,Old Tampa Bay,11.84835299
2000,4,Old Tampa Bay,10.95965695
2000,5,Old Tampa Bay,7.191481275
2000,6,Old Tampa Bay,43.46710045
2000,7,Old Tampa Bay,97.29104892
2000,8,Old Tampa Bay,85.03927863
2000,9,Old Tampa Bay,78.16278961
2000,10,Old Tampa Bay,12.32302195
2000,11,Old Tampa Bay,20.01179952
2000,12,Old Tampa Bay,13.69544032
2001,1,Old Tampa Bay,14.00610754
2001,2,Old Tampa Bay,13.4190486
2001,3,Old Tampa Bay,51.2257505
2001,4,Old Tampa Bay,10.40356379
2001,5,Old Tampa Bay,7.50861392
2001,6,Old Tampa Bay,53.02895981
2001,7,Old Tampa Bay,90.18582436
2001,8,Old Tampa Bay,51.46631022
2001,9,Old Tampa Bay,156.957796
2001,10,Old Tampa Bay,33.62732713
2001,11,Old Tampa Bay,12.26363519
2001,12,Old Tampa Bay,12.86306008
2002,1,Old Tampa Bay,22.37353244
2002,2,Old Tampa Bay,31.73612396
2002,3,Old Tampa Bay,13.17237063
2002,4,Old Tampa Bay,17.59341293
2002,5,Old Tampa Bay,14.6779152
2002,6,Old Tampa Bay,73.17673739
2002,7,Old Tampa Bay,87.65403901
2002,8,Old Tampa Bay,116.6874013
2002,9,Old Tampa Bay,87.80101264
2002,10,Old Tampa Bay,39.1706834
2002,11,Old Tampa Bay,26.57569883
2002,12,Old Tampa Bay,157.6516667
2003,1,Old Tampa Bay,45.34401616
2003,2,Old Tampa Bay,41.35287503
2003,3,Old Tampa Bay,47.10390337
2003,4,Old Tampa Bay,43.55815461
2003,5,Old Tampa Bay,27.63587813
2003,6,Old Tampa Bay,139.5229028
2003,7,Old Tampa Bay,72.27436902
2003,8,Old Tampa Bay,226.9890528
2003,9,Old Tampa Bay,76.60763208
2003,10,Old Tampa Bay,26.38641486
2003,11,Old Tampa Bay,17.31786558
2003,12,Old Tampa Bay,19.9207363
2004,1,Old Tampa Bay,40.61283614
2004,2,Old Tampa Bay,54.59541618
2004,3,Old Tampa Bay,28.28316706
2004,4,Old Tampa Bay,29.4068648
2004,5,Old Tampa Bay,24.39433132
2004,6,Old Tampa Bay,63.27906192
2004,7,Old Tampa Bay,134.3354112
2004,8,Old Tampa Bay,214.1745138
2004,9,Old Tampa Bay,218.5273365
2004,10,Old Tampa Bay,49.46568167
2004,11,Old Tampa Bay,27.11987302
2004,12,Old Tampa Bay,26.13610398
2005,1,Old Tampa Bay,23.46850266
2005,2,Old Tampa Bay,27.87794129
2005,3,Old Tampa Bay,46.98664492
2005,4,Old Tampa Bay,35.17150944
2005,5,Old Tampa Bay,40.48291993
2005,6,Old Tampa Bay,115.8198698
2005,7,Old Tampa Bay,85.50678765
2005,8,Old Tampa Bay,64.73564649
2005,9,Old Tampa Bay,22.82731968
2005,10,Old Tampa Bay,40.91923452
2005,11,Old Tampa Bay,18.80220032
2005,12,Old Tampa Bay,21.84992279
2006,1,Old Tampa Bay,15.14291856
2006,2,Old Tampa Bay,64.75901132
2006,3,Old Tampa Bay,11.49077305
2006,4,Old Tampa Bay,14.02392882
2006,5,Old Tampa Bay,15.87921665
2006,6,Old Tampa Bay,60.28982643
2006,7,Old Tampa Bay,81.19256333
2006,8,Old Tampa Bay,80.68980295
2006,9,Old Tampa Bay,175.3891742
2006,10,Old Tampa Bay,23.89887627
2006,11,Old Tampa Bay,29.22900279
2006,12,Old Tampa Bay,32.24717366
2007,1,Old Tampa Bay,27.82630681
2007,2,Old Tampa Bay,26.42978285
2007,3,Old Tampa Bay,16.4096421
2007,4,Old Tampa Bay,25.10081854
2007,5,Old Tampa Bay,12.02331109
2007,6,Old Tampa Bay,60.70193109
2007,7,Old Tampa Bay,64.56441857
2007,8,Old Tampa Bay,122.7498785
2007,9,Old Tampa Bay,54.19427298
2007,10,Old Tampa Bay,38.05249392
2007,11,Old Tampa Bay,14.63610485
2007,12,Old Tampa Bay,21.71040715
2008,1,Old Tampa Bay,30.75323435
2008,2,Old Tampa Bay,35.31519315
2008,3,Old Tampa Bay,37.84710169
2008,4,Old Tampa Bay,34.23888825
2008,5,Old Tampa Bay,10.22690099
2008,6,Old Tampa Bay,56.18803943
2008,7,Old Tampa Bay,119.2270686
2008,8,Old Tampa Bay,83.71119734
2008,9,Old Tampa Bay,26.83280419
2008,10,Old Tampa Bay,32.37695185
2008,11,Old Tampa Bay,10.30120289
2008,12,Old Tampa Bay,14.10867367
2009,1,Old Tampa Bay,18.99926028
2009,2,Old Tampa Bay,10.10327724
2009,3,Old Tampa Bay,11.20882621
2009,4,Old Tampa Bay,13.41780005
2009,5,Old Tampa Bay,63.94893621
2009,6,Old Tampa Bay,51.67008501
2009,7,Old Tampa Bay,128.619141
2009,8,Old Tampa Bay,88.22115893
2009,9,Old Tampa Bay,85.25464755
2009,10,Old Tampa Bay,29.57223417
2009,11,Old Tampa Bay,26.51379871
2009,12,Old Tampa Bay,33.04406925
2010,1,Old Tampa Bay,40.05940663
2010,2,Old Tampa Bay,29.46130793
2010,3,Old Tampa Bay,64.41237681
2010,4,Old Tampa Bay,46.67994718
2010,5,Old Tampa Bay,27.245416
2010,6,Old Tampa Bay,43.73510316
2010,7,Old Tampa Bay,92.24559605
2010,8,Old Tampa Bay,141.9075799
2010,9,Old Tampa Bay,39.34181013
2010,10,Old Tampa Bay,9.138860854
2010,11,Old Tampa Bay,16.68304617
2010,12,Old Tampa Bay,8.558356455
2011,1,Old Tampa Bay,47.84131751
2011,2,Old Tampa Bay,16.30164938
2011,3,Old Tampa Bay,74.84437809
2011,4,Old Tampa Bay,49.99149588
2011,5,Old Tampa Bay,17.76352139
2011,6,Old Tampa Bay,42.11289643
2011,7,Old Tampa Bay,85.83469826
2011,8,Old Tampa Bay,165.4809929
2011,9,Old Tampa Bay,130.0336175
2011,10,Old Tampa Bay,46.2756491
2011,11,Old Tampa Bay,19.03384027
2011,12,Old Tampa Bay,8.953414624
2012,1,Old Tampa Bay,18.24040762
2012,2,Old Tampa Bay,19.42608957
2012,3,Old Tampa Bay,15.63484102
2012,4,Old Tampa Bay,23.24648921
2012,5,Old Tampa Bay,24.90792088
2012,6,Old Tampa Bay,174.0746574
2012,7,Old Tampa Bay,146.7367559
2012,8,Old Tampa Bay,200.1545698
2012,9,Old Tampa Bay,91.48671753
2012,10,Old Tampa Bay,47.55562209
2012,11,Old Tampa Bay,11.75124534
2012,12,Old Tampa Bay,24.06640995
2013,1,Old Tampa Bay,15.20028934
2013,2,Old Tampa Bay,16.4035989
2013,3,Old Tampa Bay,19.2486001
2013,4,Old Tampa Bay,28.80479259
2013,5,Old Tampa Bay,24.79049801
2013,6,Old Tampa Bay,117.0575687
2013,7,Old Tampa Bay,140.5044357
2013,8,Old Tampa Bay,173.1365044
2013,9,Old Tampa Bay,123.2503359
2013,10,Old Tampa Bay,30.52760747
2013,11,Old Tampa Bay,21.04369139
2013,12,Old Tampa Bay,15.8618954
2014,1,Old Tampa Bay,33.99963455
2014,2,Old Tampa Bay,27.65409943
2014,3,Old Tampa Bay,55.64287794
2014,4,Old Tampa Bay,22.76493937
2014,5,Old Tampa Bay,53.52168476
2014,6,Old Tampa Bay,35.87165692
2014,7,Old Tampa Bay,110.3429983
2014,8,Old Tampa Bay,72.00258279
2014,9,Old Tampa Bay,159.2942647
2014,10,Old Tampa Bay,59.98444383
2014,11,Old Tampa Bay,57.61332171
2014,12,Old Tampa Bay,27.57541078
2015,1,Old Tampa Bay,26.50032231
2015,2,Old Tampa Bay,57.44689036
2015,3,Old Tampa Bay,25.71009727
2015,4,Old Tampa Bay,36.6394072
2015,5,Old Tampa Bay,54.06853455
2015,6,Old Tampa Bay,60.56851255
2015,7,Old Tampa Bay,187.8768642
2015,8,Old Tampa Bay,298.9805014
2015,9,Old Tampa Bay,105.8798747
2015,10,Old Tampa Bay,33.63818503
2015,11,Old Tampa Bay,20.5983674
2015,12,Old Tampa Bay,14.01156014
2016,1,Old Tampa Bay,51.16690455
2016,2,Old Tampa Bay,32.83154535
2016,3,Old Tampa Bay,25.78784038
2016,4,Old Tampa Bay,23.14952004
2016,5,Old Tampa Bay,36.94460805
2016,6,Old Tampa Bay,110.0055797
2016,7,Old Tampa Bay,61.12006749
2016,8,Old Tampa Bay,214.9811921
2016,9,Old Tampa Bay,96.07748868
2016,10,Old Tampa Bay,31.90845741
2016,11,Old Tampa Bay,12.91773201
2016,12,Old Tampa Bay,12.53992683
2017,1,Old Tampa Bay,14.72784776
2017,2,Old Tampa Bay,18.24547358
2017,3,Old Tampa Bay,14.35846252
2017,4,Old Tampa Bay,13.23764858
2017,5,Old Tampa Bay,18.80491953
2017,6,Old Tampa Bay,61.12961888
2017,7,Old Tampa Bay,79.20362897
2017,8,Old Tampa Bay,130.3564357
2017,9,Old Tampa Bay,116.5414348
2017,10,Old Tampa Bay,39.97212758
2017,11,Old Tampa Bay,14.3675962
2017,12,Old Tampa Bay,14.99706332
2018,1,Old Tampa Bay,41.34054511
2018,2,Old Tampa Bay,31.35846337
2018,3,Old Tampa Bay,15.72022517
2018,4,Old Tampa Bay,22.79518325
2018,5,Old Tampa Bay,68.74660242
2018,6,Old Tampa Bay,49.87474376
2018,7,Old Tampa Bay,78.52668314
2018,8,Old Tampa Bay,152.1698641
2018,9,Old Tampa Bay,112.2786918
2018,10,Old Tampa Bay,30.73838037
2018,11,Old Tampa Bay,17.46751871
2018,12,Old Tampa Bay,84.89874792
2019,1,Old Tampa Bay,53.59215477
2019,2,Old Tampa Bay,40.7891359
2019,3,Old Tampa Bay,29.11425192
2019,4,Old Tampa Bay,26.96219489
2019,5,Old Tampa Bay,37.39537048
2019,6,Old Tampa Bay,85.25856801
2019,7,Old Tampa Bay,155.7986357
2019,8,Old Tampa Bay,179.6377228
2019,9,Old Tampa Bay,35.72768105
2019,10,Old Tampa Bay,80.5404433
2019,11,Old Tampa Bay,19.36485515
2019,12,Old Tampa Bay,46.00257392
2020,1,Old Tampa Bay,20.28723522
2020,2,Old Tampa Bay,24.22576158
2020,3,Old Tampa Bay,9.615473722
2020,4,Old Tampa Bay,46.68981756
2020,5,Old Tampa Bay,18.4860565
2020,6,Old Tampa Bay,62.66032504
2020,7,Old Tampa Bay,52.35261633
2020,8,Old Tampa Bay,106.5755014
2020,9,Old Tampa Bay,89.51967502
2020,10,Old Tampa Bay,29.34769371
2020,11,Old Tampa Bay,57.27764535
2020,12,Old Tampa Bay,35.12994896
2021,1,Old Tampa Bay,17.93861313
2021,2,Old Tampa Bay,37.85112041
2021,3,Old Tampa Bay,18.22900913
2021,4,Old Tampa Bay,31.49328766
2021,5,Old Tampa Bay,10.93814812
2021,6,Old Tampa Bay,86.26918144
2021,7,Old Tampa Bay,117.1432884
2021,8,Old Tampa Bay,113.5046777
2021,9,Old Tampa Bay,106.790598
2021,10,Old Tampa Bay,25.87301179
2021,11,Old Tampa Bay,39.849818
2021,12,Old Tampa Bay,15.56589819
1985,1,Remainder Lower Tampa Bay,16.83963022
1985,2,Remainder Lower Tampa Bay,11.87162019
1985,3,Remainder Lower Tampa Bay,27.91547104
1985,4,Remainder Lower Tampa Bay,15.8556683
1985,5,Remainder Lower Tampa Bay,20.95726561
1985,6,Remainder Lower Tampa Bay,45.52408012
1985,7,Remainder Lower Tampa Bay,65.99329746
1985,8,Remainder Lower Tampa Bay,112.2745094
1985,9,Remainder Lower Tampa Bay,79.43249085
1985,10,Remainder Lower Tampa Bay,31.49793646
1985,11,Remainder Lower Tampa Bay,20.02555777
1985,12,Remainder Lower Tampa Bay,10.73897982
1986,1,Remainder Lower Tampa Bay,16.79088522
1986,2,Remainder Lower Tampa Bay,16.50841268
1986,3,Remainder Lower Tampa Bay,27.048996
1986,4,Remainder Lower Tampa Bay,11.3004664
1986,5,Remainder Lower Tampa Bay,15.86923196
1986,6,Remainder Lower Tampa Bay,45.26307443
1986,7,Remainder Lower Tampa Bay,89.78731746
1986,8,Remainder Lower Tampa Bay,129.7930859
1986,9,Remainder Lower Tampa Bay,54.13106109
1986,10,Remainder Lower Tampa Bay,80.47882022
1986,11,Remainder Lower Tampa Bay,23.40026597
1986,12,Remainder Lower Tampa Bay,21.43757533
1987,1,Remainder Lower Tampa Bay,25.29256636
1987,2,Remainder Lower Tampa Bay,17.30459805
1987,3,Remainder Lower Tampa Bay,108.6701887
1987,4,Remainder Lower Tampa Bay,27.42678974
1987,5,Remainder Lower Tampa Bay,62.64556197
1987,6,Remainder Lower Tampa Bay,30.90188376
1987,7,Remainder Lower Tampa Bay,75.94814626
1987,8,Remainder Lower Tampa Bay,81.28955617
1987,9,Remainder Lower Tampa Bay,49.88711833
1987,10,Remainder Lower Tampa Bay,22.46232635
1987,11,Remainder Lower Tampa Bay,36.21702967
1987,12,Remainder Lower Tampa Bay,10.50374464
1988,1,Remainder Lower Tampa Bay,19.22155459
1988,2,Remainder Lower Tampa Bay,16.09484893
1988,3,Remainder Lower Tampa Bay,47.13031574
1988,4,Remainder Lower Tampa Bay,14.73212428
1988,5,Remainder Lower Tampa Bay,16.9565793
1988,6,Remainder Lower Tampa Bay,18.54733501
1988,7,Remainder Lower Tampa Bay,59.2940683
1988,8,Remainder Lower Tampa Bay,151.4403112
1988,9,Remainder Lower Tampa Bay,499.5687174
1988,10,Remainder Lower Tampa Bay,27.54292669
1988,11,Remainder Lower Tampa Bay,51.97598469
1988,12,Remainder Lower Tampa Bay,11.70883139
1989,1,Remainder Lower Tampa Bay,15.85187187
1989,2,Remainder Lower Tampa Bay,6.320698893
1989,3,Remainder Lower Tampa Bay,15.18561552
1989,4,Remainder Lower Tampa Bay,9.710928687
1989,5,Remainder Lower Tampa Bay,10.7319738
1989,6,Remainder Lower Tampa Bay,46.76582651
1989,7,Remainder Lower Tampa Bay,56.12499076
1989,8,Remainder Lower Tampa Bay,89.24715544
1989,9,Remainder Lower Tampa Bay,134.9087743
1989,10,Remainder Lower Tampa Bay,22.70994586
1989,11,Remainder Lower Tampa Bay,15.41661894
1989,12,Remainder Lower Tampa Bay,20.24972084
1990,1,Remainder Lower Tampa Bay,7.585719113
1990,2,Remainder Lower Tampa Bay,24.49672462
1990,3,Remainder Lower Tampa Bay,10.82413969
1990,4,Remainder Lower Tampa Bay,9.321628235
1990,5,Remainder Lower Tampa Bay,14.8505626
1990,6,Remainder Lower Tampa Bay,45.35312006
1990,7,Remainder Lower Tampa Bay,57.96502955
1990,8,Remainder Lower Tampa Bay,52.22931524
1990,9,Remainder Lower Tampa Bay,26.6086115
1990,10,Remainder Lower Tampa Bay,26.12940619
1990,11,Remainder Lower Tampa Bay,17.12559974
1990,12,Remainder Lower Tampa Bay,10.38606572
1991,1,Remainder Lower Tampa Bay,24.64267842
1991,2,Remainder Lower Tampa Bay,10.21449309
1991,3,Remainder Lower Tampa Bay,26.01186845
1991,4,Remainder Lower Tampa Bay,22.66422238
1991,5,Remainder Lower Tampa Bay,78.8409373
1991,6,Remainder Lower Tampa Bay,73.62249559
1991,7,Remainder Lower Tampa Bay,133.3104736
1991,8,Remainder Lower Tampa Bay,78.4430403
1991,9,Remainder Lower Tampa Bay,35.46008994
1991,10,Remainder Lower Tampa Bay,19.29405938
1991,11,Remainder Lower Tampa Bay,6.640131287
1991,12,Remainder Lower Tampa Bay,6.271352153
1992,1,Remainder Lower Tampa Bay,11.39642828
1992,2,Remainder Lower Tampa Bay,29.3848167
1992,3,Remainder Lower Tampa Bay,21.9970157
1992,4,Remainder Lower Tampa Bay,22.89395616
1992,5,Remainder Lower Tampa Bay,7.90328657
1992,6,Remainder Lower Tampa Bay,111.7121315
1992,7,Remainder Lower Tampa Bay,63.74566891
1992,8,Remainder Lower Tampa Bay,122.8149049
1992,9,Remainder Lower Tampa Bay,52.10836487
1992,10,Remainder Lower Tampa Bay,38.50619293
1992,11,Remainder Lower Tampa Bay,19.88477472
1992,12,Remainder Lower Tampa Bay,10.23480411
1993,1,Remainder Lower Tampa Bay,57.11892751
1993,2,Remainder Lower Tampa Bay,22.15825855
1993,3,Remainder Lower Tampa Bay,39.18972422
1993,4,Remainder Lower Tampa Bay,30.42285378
1993,5,Remainder Lower Tampa Bay,14.66785451
1993,6,Remainder Lower Tampa Bay,25.15646034
1993,7,Remainder Lower Tampa Bay,33.1716161
1993,8,Remainder Lower Tampa Bay,53.2674437
1993,9,Remainder Lower Tampa Bay,54.97940038
1993,10,Remainder Lower Tampa Bay,43.86758192
1993,11,Remainder Lower Tampa Bay,17.75155634
1993,12,Remainder Lower Tampa Bay,15.66883704
1994,1,Remainder Lower Tampa Bay,23.67442552
1994,2,Remainder Lower Tampa Bay,9.453288187
1994,3,Remainder Lower Tampa Bay,16.91173112
1994,4,Remainder Lower Tampa Bay,25.56455463
1994,5,Remainder Lower Tampa Bay,7.503596996
1994,6,Remainder Lower Tampa Bay,53.85437439
1994,7,Remainder Lower Tampa Bay,75.13764487
1994,8,Remainder Lower Tampa Bay,92.82066954
1994,9,Remainder Lower Tampa Bay,87.28754629
1994,10,Remainder Lower Tampa Bay,28.29544127
1994,11,Remainder Lower Tampa Bay,15.86566591
1994,12,Remainder Lower Tampa Bay,16.34677835
1995,1,Remainder Lower Tampa Bay,29.59228497
1995,2,Remainder Lower Tampa Bay,23.03556727
1995,3,Remainder Lower Tampa Bay,13.94600528
1995,4,Remainder Lower Tampa Bay,18.70224135
1995,5,Remainder Lower Tampa Bay,13.45514811
1995,6,Remainder Lower Tampa Bay,91.56113944
1995,7,Remainder Lower Tampa Bay,139.9478681
1995,8,Remainder Lower Tampa Bay,293.6639662
1995,9,Remainder Lower Tampa Bay,96.06761795
1995,10,Remainder Lower Tampa Bay,88.2226203
1995,11,Remainder Lower Tampa Bay,54.27330475
1995,12,Remainder Lower Tampa Bay,13.49477091
1996,1,Remainder Lower Tampa Bay,46.51425584
1996,2,Remainder Lower Tampa Bay,15.73635998
1996,3,Remainder Lower Tampa Bay,39.09842007
1996,4,Remainder Lower Tampa Bay,21.11268332
1996,5,Remainder Lower Tampa Bay,29.19516987
1996,6,Remainder Lower Tampa Bay,83.87671118
1996,7,Remainder Lower Tampa Bay,45.01636882
1996,8,Remainder Lower Tampa Bay,37.52240376
1996,9,Remainder Lower Tampa Bay,24.65208136
1996,10,Remainder Lower Tampa Bay,34.99698497
1996,11,Remainder Lower Tampa Bay,10.68136334
1996,12,Remainder Lower Tampa Bay,16.01085011
1997,1,Remainder Lower Tampa Bay,10.44449859
1997,2,Remainder Lower Tampa Bay,10.71530363
1997,3,Remainder Lower Tampa Bay,16.19050965
1997,4,Remainder Lower Tampa Bay,53.19591584
1997,5,Remainder Lower Tampa Bay,28.64554235
1997,6,Remainder Lower Tampa Bay,46.4520593
1997,7,Remainder Lower Tampa Bay,108.9881876
1997,8,Remainder Lower Tampa Bay,91.13710995
1997,9,Remainder Lower Tampa Bay,165.0770441
1997,10,Remainder Lower Tampa Bay,39.77381703
1997,11,Remainder Lower Tampa Bay,137.1065347
1997,12,Remainder Lower Tampa Bay,189.5649466
1998,1,Remainder Lower Tampa Bay,161.4045128
1998,2,Remainder Lower Tampa Bay,163.5705543
1998,3,Remainder Lower Tampa Bay,160.1021354
1998,4,Remainder Lower Tampa Bay,18.27253263
1998,5,Remainder Lower Tampa Bay,17.69023473
1998,6,Remainder Lower Tampa Bay,17.7190501
1998,7,Remainder Lower Tampa Bay,48.11503175
1998,8,Remainder Lower Tampa Bay,45.75015044
1998,9,Remainder Lower Tampa Bay,146.5715621
1998,10,Remainder Lower Tampa Bay,40.08601134
1998,11,Remainder Lower Tampa Bay,27.05579292
1998,12,Remainder Lower Tampa Bay,9.768050887
1999,1,Remainder Lower Tampa Bay,23.68955693
1999,2,Remainder Lower Tampa Bay,6.857703155
1999,3,Remainder Lower Tampa Bay,8.353038311
1999,4,Remainder Lower Tampa Bay,6.889063947
1999,5,Remainder Lower Tampa Bay,14.54100785
1999,6,Remainder Lower Tampa Bay,47.55041903
1999,7,Remainder Lower Tampa Bay,71.13729466
1999,8,Remainder Lower Tampa Bay,195.293059
1999,9,Remainder Lower Tampa Bay,73.50190513
1999,10,Remainder Lower Tampa Bay,45.14112013
1999,11,Remainder Lower Tampa Bay,11.19613045
1999,12,Remainder Lower Tampa Bay,11.5734648
2000,1,Remainder Lower Tampa Bay,10.14316794
2000,2,Remainder Lower Tampa Bay,6.801115469
2000,3,Remainder Lower Tampa Bay,9.757846771
2000,4,Remainder Lower Tampa Bay,7.549490941
2000,5,Remainder Lower Tampa Bay,5.427640534
2000,6,Remainder Lower Tampa Bay,27.99717748
2000,7,Remainder Lower Tampa Bay,84.63022105
2000,8,Remainder Lower Tampa Bay,91.84154322
2000,9,Remainder Lower Tampa Bay,117.9574625
2000,10,Remainder Lower Tampa Bay,13.01779355
2000,11,Remainder Lower Tampa Bay,13.28485257
2000,12,Remainder Lower Tampa Bay,7.120045173
2001,1,Remainder Lower Tampa Bay,6.348435048
2001,2,Remainder Lower Tampa Bay,4.920971104
2001,3,Remainder Lower Tampa Bay,39.49163343
2001,4,Remainder Lower Tampa Bay,11.60016863
2001,5,Remainder Lower Tampa Bay,8.748890909
2001,6,Remainder Lower Tampa Bay,39.26836683
2001,7,Remainder Lower Tampa Bay,179.8992819
2001,8,Remainder Lower Tampa Bay,86.20473322
2001,9,Remainder Lower Tampa Bay,473.1662804
2001,10,Remainder Lower Tampa Bay,31.81906708
2001,11,Remainder Lower Tampa Bay,15.50230972
2001,12,Remainder Lower Tampa Bay,7.864577065
2002,1,Remainder Lower Tampa Bay,12.78689051
2002,2,Remainder Lower Tampa Bay,23.25924084
2002,3,Remainder Lower Tampa Bay,9.006568051
2002,4,Remainder Lower Tampa Bay,10.03820574
2002,5,Remainder Lower Tampa Bay,12.3577459
2002,6,Remainder Lower Tampa Bay,43.71226441
2002,7,Remainder Lower Tampa Bay,94.96655694
2002,8,Remainder Lower Tampa Bay,135.868111
2002,9,Remainder Lower Tampa Bay,92.36428252
2002,10,Remainder Lower Tampa Bay,29.09631193
2002,11,Remainder Lower Tampa Bay,26.53808286
2002,12,Remainder Lower Tampa Bay,115.8542068
2003,1,Remainder Lower Tampa Bay,59.21230766
2003,2,Remainder Lower Tampa Bay,27.57946011
2003,3,Remainder Lower Tampa Bay,42.14962697
2003,4,Remainder Lower Tampa Bay,38.1968027
2003,5,Remainder Lower Tampa Bay,24.42396881
2003,6,Remainder Lower Tampa Bay,234.5618772
2003,7,Remainder Lower Tampa Bay,93.23907826
2003,8,Remainder Lower Tampa Bay,524.3803136
2003,9,Remainder Lower Tampa Bay,168.8021599
2003,10,Remainder Lower Tampa Bay,32.94312593
2003,11,Remainder Lower Tampa Bay,14.85061802
2003,12,Remainder Lower Tampa Bay,21.18481515
2004,1,Remainder Lower Tampa Bay,18.60417265
2004,2,Remainder Lower Tampa Bay,41.26316664
2004,3,Remainder Lower Tampa Bay,14.45368783
2004,4,Remainder Lower Tampa Bay,17.05850537
2004,5,Remainder Lower Tampa Bay,17.42985097
2004,6,Remainder Lower Tampa Bay,48.05885129
2004,7,Remainder Lower Tampa Bay,123.8669702
2004,8,Remainder Lower Tampa Bay,246.0057734
2004,9,Remainder Lower Tampa Bay,261.8451748
2004,10,Remainder Lower Tampa Bay,36.50919667
2004,11,Remainder Lower Tampa Bay,16.73259856
2004,12,Remainder Lower Tampa Bay,18.26774827
2005,1,Remainder Lower Tampa Bay,17.57008659
2005,2,Remainder Lower Tampa Bay,43.10471325
2005,3,Remainder Lower Tampa Bay,71.21726338
2005,4,Remainder Lower Tampa Bay,28.99434774
2005,5,Remainder Lower Tampa Bay,32.68199642
2005,6,Remainder Lower Tampa Bay,148.5668137
2005,7,Remainder Lower Tampa Bay,107.4936262
2005,8,Remainder Lower Tampa Bay,58.62024266
2005,9,Remainder Lower Tampa Bay,20.84224888
2005,10,Remainder Lower Tampa Bay,50.02091976
2005,11,Remainder Lower Tampa Bay,25.1433308
2005,12,Remainder Lower Tampa Bay,15.25990762
2006,1,Remainder Lower Tampa Bay,10.66759923
2006,2,Remainder Lower Tampa Bay,16.03531041
2006,3,Remainder Lower Tampa Bay,6.978497105
2006,4,Remainder Lower Tampa Bay,7.24344051
2006,5,Remainder Lower Tampa Bay,10.48630637
2006,6,Remainder Lower Tampa Bay,36.28837181
2006,7,Remainder Lower Tampa Bay,99.89929902
2006,8,Remainder Lower Tampa Bay,112.9330789
2006,9,Remainder Lower Tampa Bay,208.7229749
2006,10,Remainder Lower Tampa Bay,21.35136139
2006,11,Remainder Lower Tampa Bay,16.41800658
2006,12,Remainder Lower Tampa Bay,16.35803904
2007,1,Remainder Lower Tampa Bay,17.18819268
2007,2,Remainder Lower Tampa Bay,17.69818189
2007,3,Remainder Lower Tampa Bay,10.00334333
2007,4,Remainder Lower Tampa Bay,16.82976303
2007,5,Remainder Lower Tampa Bay,6.906780812
2007,6,Remainder Lower Tampa Bay,28.68655934
2007,7,Remainder Lower Tampa Bay,45.06003686
2007,8,Remainder Lower Tampa Bay,83.88191777
2007,9,Remainder Lower Tampa Bay,50.60974285
2007,10,Remainder Lower Tampa Bay,62.65255033
2007,11,Remainder Lower Tampa Bay,10.1665105
2007,12,Remainder Lower Tampa Bay,9.567520648
2008,1,Remainder Lower Tampa Bay,20.47954892
2008,2,Remainder Lower Tampa Bay,17.18446953
2008,3,Remainder Lower Tampa Bay,23.69972524
2008,4,Remainder Lower Tampa Bay,25.04314896
2008,5,Remainder Lower Tampa Bay,10.25648702
2008,6,Remainder Lower Tampa Bay,58.63597864
2008,7,Remainder Lower Tampa Bay,85.38903947
2008,8,Remainder Lower Tampa Bay,92.04668731
2008,9,Remainder Lower Tampa Bay,19.10312434
2008,10,Remainder Lower Tampa Bay,29.91945602
